chart_date,danceability,duration_ms,energy,loudness,tempo,valence
1958-08-02,0.55778,178969.75,0.5298077000000001,0.21146428268790773,123.36389000000001,0.575559
1958-08-09,0.55398,171872.06,0.5018777,0.22374777561223627,119.82126,0.544413
1958-08-16,0.55672,178334.42,0.5108867,0.21561732056605368,121.68941000000002,0.558849
1958-08-23,0.54643,181841.32,0.5127727,0.2224881365985933,120.53973000000003,0.5602230000000001
1958-08-30,0.56256,182417.04,0.5142127000000001,0.22366769765274128,122.01022999999999,0.583036
1958-09-06,0.5598,182074.43,0.4937527000000001,0.22838530632997198,120.03264999999999,0.5774959999999999
1958-09-13,0.56926,184211.42,0.5168940000000001,0.21257859503431914,122.37630999999999,0.574251
1958-09-20,0.56936,187429.07,0.539161,0.20341072790441486,120.38564000000001,0.5659069999999999
1958-09-27,0.58661,186001.55,0.5264509999999999,0.20545610541479536,118.50698999999997,0.5569670000000001
1958-10-04,0.59483,185384.53,0.5464559999999999,0.1996534192017626,118.37052,0.5666899999999999
1958-10-11,0.58449,185305.6,0.553306,0.19481696466401155,120.50649000000001,0.56277
1958-10-18,0.5744499999999999,181731.45,0.5314760000000001,0.19908567070587244,116.94578000000001,0.55331
1958-10-25,0.57213,181227.02,0.528592,0.2014909753410728,117.04513000000001,0.5520079999999999
1958-11-01,0.55425,183073.47,0.5225748100000001,0.21011037200237268,115.77068000000001,0.526971
1958-11-08,0.56131,182893.79,0.52439481,0.20351050758410305,115.48209999999999,0.527611
1958-11-15,0.5713699999999999,181125.71,0.5275619999999999,0.20336157952715875,118.54714,0.555548
1958-11-22,0.56519,185092.46,0.5195190000000001,0.2106088467079061,120.8835,0.573948
1958-11-29,0.56208,186108.62,0.5115230000000001,0.20960617744258964,120.76903,0.551177
1958-12-06,0.56131,184793.42,0.5409160000000001,0.20112554020845688,119.66379,0.569867
1958-12-13,0.56626,182630.41,0.5439088099999999,0.20660431319379718,120.25256999999998,0.5751499999999999
1958-12-20,0.56158,181572.78,0.53872881,0.20403101432082024,117.97012000000001,0.563127
1958-12-27,0.57721,179671.3,0.5362788100000001,0.2081618083213287,117.29993999999999,0.567936
1959-01-03,0.58029,179349.91,0.52381881,0.2093903059062791,115.69351,0.56475
1959-01-10,0.5689799999999999,176156.67,0.5230188100000001,0.21675112278620454,114.86668000000002,0.5633800000000001
1959-01-17,0.5626599999999999,175855.43,0.52082281,0.21224387763748834,115.99681999999999,0.559082
1959-01-24,0.5609299999999999,176118.31,0.5081238100000001,0.21726506228285739,116.89959999999999,0.5321400000000001
1959-01-31,0.57128,182417.46,0.527814,0.2059698330649945,117.76641,0.537925
1959-02-07,0.56743,184674.9,0.529312,0.2068106516396916,116.45434999999999,0.5406949999999998
1959-02-14,0.5598,179741.77,0.5229820000000001,0.20801457503601387,117.65550000000002,0.5483849999999999
1959-02-21,0.55913,180160.21,0.516532,0.20993898822133716,118.70783999999999,0.5484849999999999
1959-02-28,0.5459,181439.92,0.5104580000000001,0.2143369205999492,115.19936000000001,0.5401349999999999
1959-03-07,0.53702,179659.78,0.518668,0.21434963138717056,115.86236000000002,0.5428780000000001
1959-03-14,0.54894,181832.23,0.526214,0.20791182950597403,116.73623000000002,0.5555100000000001
1959-03-21,0.55036,182505.27,0.5088779999999999,0.21144203881027032,114.11959999999999,0.559817
1959-03-28,0.55152,179443.2,0.538845,0.2068636132531141,114.68178,0.582537
1959-04-04,0.5651100000000001,179663.62,0.535745,0.20577133293788663,115.48067999999999,0.588389
1959-04-11,0.56957,179636.2,0.5050049999999999,0.21623506482501487,115.03296,0.5774590000000001
1959-04-18,0.5785499999999999,187592.56,0.515115,0.20896830777052794,112.85321000000002,0.5858399999999999
1959-04-25,0.5873700000000001,186495.17,0.526215,0.2131537581560885,115.56990999999998,0.6158499999999999
1959-05-02,0.5972699999999999,195008.12,0.530852,0.2100271163460724,117.96917000000002,0.597867
1959-05-09,0.58751,197218.51,0.5391219999999999,0.2048896279976273,118.53011000000001,0.578449
1959-05-16,0.5912999999999999,193399.14,0.538688,0.20814676722311667,119.16349,0.6084890000000001
1959-05-23,0.59159,188577.39,0.547372,0.21262054063214983,118.35779999999997,0.6090620000000001
1959-05-30,0.57483,191848.81,0.563096,0.21160939750868568,114.52771000000001,0.607302
1959-06-06,0.57444,189917.79,0.562186,0.211200745699517,115.58546,0.599724
1959-06-13,0.58144,192699.71,0.557126,0.2109149648334887,116.92249999999999,0.5922139999999999
1959-06-20,0.5857800000000001,192964.71,0.581511,0.2027243453944581,115.52933000000002,0.614312
1959-06-27,0.56758,191931.54,0.560651,0.2093532327768833,113.60582999999998,0.6049310000000001
1959-07-04,0.5734400000000001,186379.56,0.55857,0.21362850605880854,113.68324000000003,0.6202259999999999
1959-07-11,0.58156,187881.94,0.5558139999999999,0.2099012795525803,113.46871999999998,0.6174769999999999
1959-07-18,0.5865,190842.96,0.556054,0.20996440979578002,114.67625999999998,0.6189570000000001
1959-07-25,0.5747199999999999,189281.19,0.542124,0.2147784086094398,113.96996000000001,0.6058070000000001
1959-08-01,0.5782599999999999,187071.59,0.5400790000000001,0.21769299211931192,115.15325999999999,0.622306
1959-08-08,0.5783499999999999,185610.96,0.534629,0.2210128378950936,115.28346000000002,0.630873
1959-08-15,0.5772999999999999,184390.84,0.5376253999999999,0.22322345563935253,112.50357,0.623013
1959-08-22,0.58882,185527.08,0.5325994000000001,0.21922697229048385,114.36836999999997,0.6232679999999999
1959-08-29,0.58137,183918.28,0.5276094,0.22236823150580462,118.30681999999999,0.611308
1959-09-05,0.57591,188754.02,0.5304514,0.21851389712736208,121.18169999999998,0.596098
1959-09-12,0.5963240000000001,185507.63,0.5157266,0.22734302177781543,120.2049,0.6113430000000001
1959-09-19,0.59429,190838.69,0.5154413999999999,0.22147847640030505,118.70938,0.608396
1959-09-26,0.58966,184744.37,0.5097604,0.22572409117871367,119.11297999999996,0.608515
1959-10-03,0.5886399999999999,187812.75,0.4915504,0.233843742055758,117.86947999999998,0.597705
1959-10-10,0.58168,188178.55,0.5032304000000001,0.23074400474536053,118.66377,0.6015050000000002
1959-10-17,0.5800700000000001,187161.27,0.48425140000000005,0.2361062621811711,116.79858,0.588405
1959-10-24,0.5759000000000001,181059.93,0.48264539999999995,0.23012880264384375,111.58179999999999,0.5679500000000001
1959-10-31,0.5681999999999999,183902.38,0.49286739999999996,0.2259056435895263,114.59696000000002,0.57038
1959-11-07,0.56771,186627.07,0.4986824,0.2270424116600288,114.461,0.5770699999999999
1959-11-14,0.5610499999999999,191835.15,0.4881934000000001,0.2270733412422676,113.30158,0.5652
1959-11-21,0.5597000000000001,189629.05,0.49214939999999996,0.22306033387001103,114.24739,0.56477
1959-11-28,0.5750500000000001,191459.2,0.4979094,0.2197750190661809,115.15138,0.5552799999999999
1959-12-05,0.58227,192264.96,0.4973994,0.22068956020676214,113.65071000000002,0.54999
1959-12-12,0.5839,190804.85,0.494623,0.21756397762901447,115.28354999999998,0.5562699999999999
1959-12-19,0.58526,185046.6,0.48620299999999994,0.2171063892890433,113.4621,0.5644800000000001
1959-12-26,0.5931399999999999,187646.88,0.474771,0.21442462503177695,114.35417,0.5545
1960-01-02,0.5882200000000001,186025.14,0.468691,0.21780696551139736,113.77787999999998,0.5643199999999999
1960-01-09,0.57979,186179.02,0.459951,0.21794508939920348,115.35600999999998,0.57192
1960-01-16,0.57643,187641.07,0.476066,0.21384882637064656,114.96897000000001,0.56692
1960-01-23,0.5749700000000001,189946.0,0.47911499999999996,0.21431149902550628,113.79757999999998,0.5789500000000001
1960-01-30,0.5714300000000001,192807.38,0.49814899999999995,0.20701275315651213,116.50182000000002,0.57877
1960-02-06,0.5614899999999999,194512.4,0.508639,0.20350161003304806,114.62331999999998,0.57269
1960-02-13,0.5593299999999999,188998.91,0.5110189999999999,0.20817854419117027,115.07255999999998,0.5733260000000001
1960-02-20,0.54805,180261.75,0.49781799999999987,0.21496483348868736,115.59102000000003,0.5626359999999999
1960-02-27,0.55754,185516.62,0.518208,0.20881980340649098,118.58672999999999,0.571198
1960-03-05,0.56008,186415.51,0.5273680000000001,0.20290293195491904,121.45968,0.579108
